title,listed_in,description,content
The Ministry of Time,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",Three officers from different eras work for a secret agency guarding Spain's past from time-traveling intruders trying to manipulate history.,"Title: The Ministry of Time | Genre: International TV Shows, Spanish-Language TV Shows, TV Action & Adventure | Description: Three officers from different eras work for a secret agency guarding Spain's past from time-traveling intruders trying to manipulate history."
The Model,"Dramas, Independent Movies, International Movies","Danish teen Emma moves to Paris hoping to become a top model, but her dreams soon unravel when her affair with photographer Shane turns obsessive.","Title: The Model | Genre: Dramas, Independent Movies, International Movies | Description: Danish teen Emma moves to Paris hoping to become a top model, but her dreams soon unravel when her affair with photographer Shane turns obsessive."
The Monster,"Horror Movies, Independent Movies",A troubled mother-daughter relationship faces the ultimate test when the duo’s broken-down car leaves them trapped within reach of a vicious creature.,"Title: The Monster | Genre: Horror Movies, Independent Movies | Description: A troubled mother-daughter relationship faces the ultimate test when the duo’s broken-down car leaves them trapped within reach of a vicious creature."
The Monster of Mangatiti,Dramas,Real events are dramatized in the unthinkable story of a resilient teenager held prisoner by a seasoned predator on a remote farm in the 1980s.,Title: The Monster of Mangatiti | Genre: Dramas | Description: Real events are dramatized in the unthinkable story of a resilient teenager held prisoner by a seasoned predator on a remote farm in the 1980s.
The Mortified Guide,Docuseries,"Brave people get onstage to read hilarious and humiliating tales of gawky teenage love, family dysfunction and other stories from their younger years.","Title: The Mortified Guide | Genre: Docuseries | Description: Brave people get onstage to read hilarious and humiliating tales of gawky teenage love, family dysfunction and other stories from their younger years."
The Most Beautiful Hands of Delhi,"International TV Shows, TV Comedies, TV Dramas","A stalled career, failed marriage and receding hairline drive a middle-aged Swedish man to try to revitalize his life by visiting India.","Title: The Most Beautiful Hands of Delhi | Genre: International TV Shows, TV Comedies, TV Dramas | Description: A stalled career, failed marriage and receding hairline drive a middle-aged Swedish man to try to revitalize his life by visiting India."
The Muppets,"Children & Family Movies, Comedies","When the Muppets learn that their beloved theater is slated for demolition, the gang reunite to raise the $10 million they need to save it.","Title: The Muppets | Genre: Children & Family Movies, Comedies | Description: When the Muppets learn that their beloved theater is slated for demolition, the gang reunite to raise the $10 million they need to save it."
The Murder Detectives,"British TV Shows, Crime TV Shows, Docuseries","This series tracks the ups and downs of an 18-month investigation into the 2014 stabbing murder of teenager Nicholas Robinson in Bristol, England.","Title: The Murder Detectives | Genre: British TV Shows, Crime TV Shows, Docuseries | Description: This series tracks the ups and downs of an 18-month investigation into the 2014 stabbing murder of teenager Nicholas Robinson in Bristol, England."
The Music of Silence,"Dramas, International Movies, Music & Musicals","Based on the autobiography by tenor Andrea Bocelli, this musical biopic chronicles his life from his bumpy childhood to his meteoric rise to fame.","Title: The Music of Silence | Genre: Dramas, International Movies, Music & Musicals | Description: Based on the autobiography by tenor Andrea Bocelli, this musical biopic chronicles his life from his bumpy childhood to his meteoric rise to fame."
The Naked Gun 2 1/2: The Smell of Fear,Comedies,"Bumbling cop Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that would put them out of business.","Title: The Naked Gun 2 1/2: The Smell of Fear | Genre: Comedies | Description: Bumbling cop Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that would put them out of business."
The Naked Gun: From the Files of Police Squad!,"Comedies, Cult Movies",Hapless cop Frank Drebin causes more problems than he solves while trying to stop a deadly plot involving Queen Elizabeth II.,"Title: The Naked Gun: From the Files of Police Squad! | Genre: Comedies, Cult Movies | Description: Hapless cop Frank Drebin causes more problems than he solves while trying to stop a deadly plot involving Queen Elizabeth II."
The Natural,"Classic Movies, Dramas, Sports Movies",A gifted baseball player whose life has taken some startling turns becomes a 35-year-old rookie who helps a cellar-dwelling team get back in the game.,"Title: The Natural | Genre: Classic Movies, Dramas, Sports Movies | Description: A gifted baseball player whose life has taken some startling turns becomes a 35-year-old rookie who helps a cellar-dwelling team get back in the game."
The Negro Soldier,"Classic Movies, Documentaries",This documentary urged African Americans to enlist and join in the effort to be part of America's continuing fight in World War II.,"Title: The Negro Soldier | Genre: Classic Movies, Documentaries | Description: This documentary urged African Americans to enlist and join in the effort to be part of America's continuing fight in World War II."
The Netflix Afterparty,"Stand-Up Comedy & Talk Shows, TV Comedies","Hosts David Spade, Fortune Feimster and London Hughes welcome guests from the newest and biggest Netflix titles for fun conversations, skits and more.","Title: The Netflix Afterparty | Genre: Stand-Up Comedy & Talk Shows, TV Comedies | Description: Hosts David Spade, Fortune Feimster and London Hughes welcome guests from the newest and biggest Netflix titles for fun conversations, skits and more."
The New Romantic,"Comedies, Independent Movies, Romantic Movies","Fed up with dating and debt, a naïve college senior documents her experience of being with a wealthy, older man for a gonzo journalism grant.","Title: The New Romantic | Genre: Comedies, Independent Movies, Romantic Movies | Description: Fed up with dating and debt, a naïve college senior documents her experience of being with a wealthy, older man for a gonzo journalism grant."
The Nineties,Docuseries,This U.S.-focused series dives into the cultural and political changes that swept the last decade of the 20th century. Executive produced by Tom Hanks.,Title: The Nineties | Genre: Docuseries | Description: This U.S.-focused series dives into the cultural and political changes that swept the last decade of the 20th century. Executive produced by Tom Hanks.
The NSU-Complex,"Documentaries, International Movies","For 13 years, the underground neo-Nazi organization NSU eluded German police while planting bombs, robbing banks and killing immigrants at random.","Title: The NSU-Complex | Genre: Documentaries, International Movies | Description: For 13 years, the underground neo-Nazi organization NSU eluded German police while planting bombs, robbing banks and killing immigrants at random."
